,EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
171,-0.401,1.231,5.342,-8.792,-0.064,-1.193,-8.576,-17.437,-0.092,0.796,-0.484,0.488,0.61,-0.153,80.0,4268.0,1.0
172,3.412,1.874,7.615,-4.189,2.475,-1.186,-7.778,-15.289,-0.093,0.795,-0.485,0.61,0.702,-0.275,80.0,4269.0,1.0
173,6.052,1.708,8.28,1.489,3.6,-0.921,-6.827,-13.927,-0.094,0.796,-0.479,0.58,0.763,-0.275,80.0,4270.0,1.0
174,7.258,0.416,6.829,5.463,2.638,-0.801,-6.529,-14.171,-0.094,0.798,-0.479,0.488,0.702,-0.305,80.0,4271.0,1.0
175,8.01,-1.4,4.205,6.772,0.248,-0.727,-7.082,-16.01,-0.094,0.796,-0.48,0.58,0.763,-0.214,80.0,4272.0,1.0
176,9.657,-2.541,2.102,6.242,-2.119,-0.115,-7.992,-18.774,-0.094,0.795,-0.482,0.61,0.763,-0.214,80.0,4273.0,1.0
177,13.209,-1.638,2.102,5.457,-2.992,1.832,-8.312,-21.508,-0.094,0.795,-0.482,0.61,0.854,-0.244,80.0,4274.0,1.0
178,19.147,2.359,5.125,5.968,-1.338,5.791,-7.025,-23.234,-0.095,0.796,-0.481,0.58,0.946,-0.214,80.0,4275.0,1.0
179,26.946,9.457,10.839,8.369,2.951,11.812,-3.693,-23.266,-0.094,0.794,-0.482,0.702,0.916,-0.214,80.0,4276.0,1.0
180,34.767,18.193,17.527,11.808,8.726,18.98,1.103,-21.512,-0.095,0.795,-0.478,0.854,0.946,-0.214,80.0,4277.0,1.0
181,40.472,26.296,23.163,15.149,14.213,25.729,6.162,-18.288,-0.094,0.795,-0.481,0.793,0.946,-0.122,80.0,4278.0,1.0
182,43.072,31.941,26.666,18.339,18.166,30.561,10.508,-13.967,-0.095,0.795,-0.478,0.793,1.038,-0.122,80.0,4279.0,1.0
183,42.733,34.294,27.81,21.532,20.253,32.517,13.779,-9.049,-0.094,0.793,-0.482,0.824,0.885,-0.031,80.0,4280.0,1.0
184,39.787,33.227,26.503,23.403,20.673,31.428,16.071,-4.232,-0.095,0.796,-0.479,0.824,1.007,-0.031,80.0,4281.0,1.0
185,34.58,29.163,22.901,22.107,19.901,28.012,17.612,0.034,-0.095,0.796,-0.481,0.854,1.007,0.122,80.0,4282.0,1.0
186,28.125,23.229,18.006,18.012,18.636,23.549,18.515,3.853,-0.096,0.794,-0.481,1.038,0.946,0.031,80.0,4283.0,1.0
187,22.026,17.009,13.457,14.061,17.507,19.219,18.719,7.544,-0.094,0.794,-0.484,1.007,0.977,0.122,80.0,4284.0,1.0
188,17.429,11.879,10.549,12.894,16.641,15.644,18.105,11.089,-0.096,0.794,-0.483,1.16,0.977,0.214,80.0,4285.0,1.0
189,14.318,8.476,9.51,14.174,15.543,12.803,16.519,13.807,-0.095,0.794,-0.484,1.19,1.007,0.183,80.0,4286.0,1.0
190,11.902,6.598,9.59,15.168,13.496,10.219,13.79,14.399,-0.095,0.792,-0.482,1.343,1.099,0.153,80.0,4287.0,1.0
191,9.388,5.521,9.712,13.608,10.26,7.446,10.05,11.92,-0.094,0.792,-0.481,1.343,0.977,0.183,80.0,4288.0,1.0
192,6.232,4.492,9.066,9.518,6.414,4.558,6.018,7.098,-0.095,0.794,-0.481,1.373,1.007,0.214,80.0,4289.0,1.0
193,2.233,3.23,7.5,4.701,3.044,2.178,2.741,2.202,-0.095,0.795,-0.481,1.495,1.099,0.183,80.0,4290.0,1.0
194,-2.136,2.274,5.673,1.227,1.243,1.108,1.026,-0.632,-0.094,0.793,-0.482,1.526,1.129,0.244,80.0,4291.0,1.0
195,-5.841,2.622,4.679,0.422,1.702,1.753,0.995,-0.672,-0.093,0.794,-0.481,1.678,1.129,0.153,80.0,4292.0,1.0
196,-8.173,4.663,5.182,2.524,4.284,3.659,2.068,1.537,-0.093,0.796,-0.482,1.709,1.16,0.183,80.0,4293.0,1.0
197,-9.321,7.631,6.939,6.606,7.916,5.699,3.398,4.882,-0.091,0.797,-0.484,1.709,1.129,0.214,80.0,4294.0,1.0
198,-9.882,10.343,9.13,10.852,11.143,6.868,4.361,8.112,-0.094,0.797,-0.485,1.831,1.221,0.214,80.0,4295.0,1.0
199,-10.208,12.103,10.911,13.281,12.905,6.809,4.658,10.033,-0.093,0.798,-0.483,1.831,1.251,0.214,80.0,4296.0,1.0
200,-10.601,12.64,11.62,12.665,12.855,5.641,4.175,9.903,-0.094,0.797,-0.481,1.77,1.16,0.122,80.0,4297.0,1.0
201,-11.607,11.735,10.959,9.274,11.241,3.692,2.93,7.917,-0.093,0.797,-0.483,1.77,1.282,0.092,80.0,4298.0,1.0
202,-13.57,9.432,9.189,4.658,8.637,1.412,1.053,4.984,-0.09,0.794,-0.484,1.678,1.312,0.153,80.0,4299.0,1.0
203,-16.161,6.321,6.923,0.228,5.572,-0.783,-1.4,1.875,-0.089,0.795,-0.486,1.678,1.404,0.153,80.0,4300.0,1.0
204,-18.665,3.285,4.697,-3.626,2.378,-2.59,-4.4,-0.979,-0.092,0.792,-0.485,1.74,1.434,0.153,80.0,4301.0,1.0
205,-20.544,1.018,2.863,-6.877,-0.649,-3.68,-7.589,-2.963,-0.091,0.793,-0.481,1.77,1.526,0.122,80.0,4302.0,1.0
206,-21.503,-0.144,1.72,-9.171,-3.126,-3.702,-10.26,-3.423,-0.092,0.792,-0.487,1.801,1.526,0.061,80.0,4303.0,1.0
207,-21.187,0.022,1.587,-10.022,-4.618,-2.488,-11.775,-2.418,-0.093,0.791,-0.483,1.831,1.465,0.061,80.0,4304.0,1.0
208,-19.355,1.692,2.627,-9.142,-4.766,-0.193,-11.91,-0.698,-0.091,0.789,-0.483,1.953,1.465,0.092,80.0,4305.0,1.0
209,-16.491,4.687,4.575,-6.601,-3.517,2.726,-11.016,1.041,-0.089,0.788,-0.485,2.014,1.526,0.031,80.0,4306.0,1.0
210,-13.635,8.435,6.896,-2.813,-1.173,5.745,-9.805,2.477,-0.091,0.787,-0.484,2.136,1.587,-0.031,80.0,4307.0,1.0
211,-11.51,12.272,9.202,1.48,1.751,8.498,-8.91,3.297,-0.094,0.787,-0.487,2.228,1.648,-0.061,80.0,4308.0,1.0
212,-10.361,15.534,11.214,5.118,4.583,10.611,-8.707,2.969,-0.094,0.79,-0.485,2.258,1.617,-0.061,80.0,4309.0,1.0
213,-10.452,17.575,12.514,6.896,6.667,11.596,-9.282,1.244,-0.094,0.79,-0.484,2.411,1.648,-0.183,80.0,4310.0,1.0
214,-11.958,18.089,12.715,6.456,7.732,11.162,-10.318,-1.32,-0.092,0.791,-0.482,2.441,1.495,-0.092,80.0,4311.0,1.0
215,-14.457,17.314,11.729,4.598,8.002,9.526,-11.249,-3.658,-0.093,0.791,-0.486,2.411,1.465,-0.122,80.0,4312.0,1.0
216,-17.239,15.62,9.637,2.438,7.82,7.266,-11.723,-4.94,-0.095,0.791,-0.486,2.502,1.404,-0.244,80.0,4313.0,1.0
217,-20.037,13.027,6.496,0.512,7.301,5.015,-11.812,-4.975,-0.095,0.794,-0.489,2.502,1.373,-0.244,80.0,4314.0,1.0
218,-22.822,9.555,2.612,-1.055,6.5,3.406,-11.655,-4.098,-0.094,0.796,-0.487,2.38,1.434,-0.214,80.0,4315.0,1.0
219,-24.896,5.973,-1.035,-1.665,5.836,3.029,-11.048,-2.711,-0.094,0.798,-0.487,2.319,1.404,-0.183,80.0,4316.0,1.0
220,-24.925,3.618,-3.098,-0.323,5.944,4.016,-9.629,-0.973,-0.092,0.799,-0.486,2.228,1.221,-0.214,80.0,4317.0,1.0
221,-22.255,3.225,-2.925,2.946,6.911,5.637,-7.526,0.938,-0.093,0.8,-0.489,2.075,1.312,-0.153,80.0,4318.0,1.0
222,-17.734,4.234,-1.12,6.562,8.005,6.673,-5.471,2.53,-0.093,0.798,-0.488,2.014,1.312,-0.092,80.0,4319.0,1.0
223,-12.837,5.502,1.126,8.85,8.408,6.374,-4.12,3.404,-0.093,0.799,-0.488,1.892,1.404,0.031,80.0,4320.0,1.0
224,-8.308,6.428,3.107,9.813,8.003,4.96,-3.483,3.885,-0.093,0.798,-0.49,1.801,1.221,0.0,80.0,4321.0,1.0
225,-4.054,7.124,4.91,11.058,7.302,3.236,-3.09,4.864,-0.094,0.797,-0.49,1.74,1.312,0.0,80.0,4322.0,1.0
226,-0.261,7.7,6.648,13.406,6.652,1.944,-2.616,6.614,-0.094,0.798,-0.488,1.709,1.343,0.0,80.0,4323.0,1.0
227,2.139,7.916,7.784,15.222,5.799,1.497,-2.167,8.106,-0.095,0.796,-0.49,1.648,1.312,0.122,80.0,4324.0,1.0
228,2.475,7.674,7.66,14.326,4.462,2.097,-1.931,8.163,-0.094,0.794,-0.49,1.495,1.312,0.061,80.0,4325.0,1.0
229,1.204,7.422,6.42,10.581,2.99,3.791,-1.77,6.886,-0.096,0.795,-0.486,1.404,1.19,0.244,80.0,4326.0,1.0
230,-0.367,7.872,5.107,5.915,2.23,6.407,-1.241,5.646,-0.095,0.795,-0.486,1.282,1.19,0.122,80.0,4327.0,1.0
231,-0.873,9.407,4.927,2.791,2.921,9.518,0.138,5.964,-0.095,0.795,-0.492,1.282,1.16,0.092,80.0,4328.0,1.0
232,0.374,11.618,6.331,2.577,5.136,12.522,2.552,8.366,-0.094,0.794,-0.491,1.221,1.129,0.092,80.0,4329.0,1.0
233,2.98,13.444,8.75,4.905,8.215,14.901,5.632,12.177,-0.094,0.792,-0.491,1.251,1.099,0.092,80.0,4330.0,1.0
234,5.689,13.862,11.129,8.328,11.136,16.43,8.468,16.094,-0.091,0.792,-0.489,1.099,1.068,0.244,80.0,4331.0,1.0
235,7.284,12.529,12.584,11.106,12.948,17.091,10.027,18.765,-0.093,0.793,-0.487,1.099,1.038,0.214,80.0,4332.0,1.0
236,7.629,10.099,12.885,11.916,13.184,16.948,9.822,19.367,-0.094,0.792,-0.487,1.099,1.007,0.092,80.0,4333.0,1.0
237,7.673,7.834,12.519,10.713,12.036,15.973,8.138,18.057,-0.093,0.792,-0.49,0.977,1.007,0.061,80.0,4334.0,1.0
238,8.235,6.518,12.124,8.565,9.998,13.806,5.558,15.721,-0.094,0.792,-0.488,1.038,0.946,0.0,80.0,4335.0,1.0
239,9.237,5.872,11.915,6.661,7.53,9.992,2.575,13.354,-0.094,0.792,-0.486,1.129,0.854,-0.031,80.0,4336.0,1.0
240,10.306,5.226,11.837,6.076,5.229,4.764,-0.275,11.778,-0.093,0.791,-0.487,1.099,0.854,-0.061,80.0,4337.0,1.0
241,11.457,4.412,11.971,7.959,3.93,-0.564,-2.239,11.598,-0.092,0.793,-0.486,1.099,0.763,-0.092,80.0,4338.0,1.0
242,12.508,3.6,12.25,12.277,4.081,-4.405,-2.725,12.826,-0.093,0.792,-0.487,1.068,0.793,-0.061,80.0,4339.0,1.0
243,12.436,2.625,11.927,16.229,5.091,-6.086,-1.891,14.488,-0.094,0.793,-0.491,1.068,0.793,-0.153,80.0,4340.0,1.0
244,10.42,1.295,10.294,16.187,5.991,-5.89,-0.392,15.412,-0.092,0.791,-0.49,1.038,0.732,-0.183,80.0,4341.0,1.0
245,7.252,0.178,7.905,11.79,6.639,-4.214,1.439,15.549,-0.093,0.791,-0.488,1.099,0.824,-0.153,80.0,4342.0,1.0
246,4.682,0.147,6.062,6.16,7.419,-1.499,3.497,15.678,-0.092,0.792,-0.488,0.916,0.763,-0.305,80.0,4343.0,1.0
247,3.68,1.188,5.201,2.084,8.018,1.18,5.173,15.929,-0.092,0.792,-0.486,0.916,0.671,-0.275,80.0,4344.0,1.0
248,4.034,2.292,4.564,-0.207,7.451,2.393,5.502,15.482,-0.093,0.791,-0.488,0.885,0.641,-0.336,80.0,4345.0,1.0
249,5.074,2.329,3.258,-1.641,5.261,1.413,4.055,13.684,-0.095,0.793,-0.487,0.854,0.58,-0.275,80.0,4346.0,1.0
250,6.074,0.785,1.042,-2.385,2.087,-1.231,1.314,10.937,-0.094,0.791,-0.489,0.885,0.549,-0.244,80.0,4347.0,1.0
251,6.386,-2.034,-1.711,-1.921,-0.902,-4.199,-1.774,8.338,-0.095,0.792,-0.49,0.824,0.61,-0.244,80.0,4348.0,1.0
252,5.899,-5.187,-4.366,-0.241,-2.852,-6.258,-4.396,6.637,-0.094,0.793,-0.489,0.854,0.549,-0.305,80.0,4349.0,1.0
253,5.306,-7.503,-6.269,1.823,-3.571,-6.888,-6.127,5.82,-0.094,0.792,-0.488,0.793,0.488,-0.275,80.0,4350.0,1.0
254,5.461,-8.082,-6.977,3.325,-3.399,-6.283,-6.934,5.542,-0.095,0.794,-0.489,0.854,0.488,-0.244,80.0,4351.0,1.0
255,6.462,-6.766,-6.565,3.747,-2.878,-4.995,-7.093,5.523,-0.092,0.793,-0.488,0.793,0.336,-0.244,80.0,4352.0,1.0
256,7.735,-4.133,-5.592,3.034,-2.386,-3.582,-6.926,5.579,-0.094,0.793,-0.485,0.824,0.305,-0.092,80.0,4353.0,1.0
257,8.838,-1.088,-4.627,1.642,-1.942,-2.416,-6.58,5.605,-0.093,0.794,-0.485,0.702,0.305,-0.122,80.0,4354.0,1.0
258,9.646,1.45,-3.979,0.492,-1.381,-1.714,-6.124,5.642,-0.096,0.794,-0.488,0.58,0.305,-0.122,80.0,4355.0,1.0
259,9.85,2.766,-3.86,0.388,-0.618,-1.601,-5.66,5.951,-0.095,0.794,-0.488,0.549,0.275,-0.092,80.0,4356.0,1.0
260,8.933,2.693,-4.496,1.079,0.228,-2.058,-5.212,6.903,-0.094,0.793,-0.486,0.488,0.122,-0.092,80.0,4357.0,1.0
261,6.87,1.819,-5.874,1.308,0.867,-2.843,-4.731,8.517,-0.094,0.793,-0.489,0.488,0.153,-0.092,80.0,4358.0,1.0
262,4.389,1.118,-7.521,0.266,0.944,-3.617,-4.349,10.034,-0.095,0.794,-0.49,0.519,0.153,-0.092,80.0,4359.0,1.0
263,2.248,1.234,-8.821,-1.551,0.232,-4.09,-4.379,10.276,-0.093,0.794,-0.488,0.397,0.183,-0.092,80.0,4360.0,1.0
264,0.768,2.268,-9.363,-2.923,-1.014,-3.986,-4.862,8.751,-0.094,0.794,-0.484,0.366,0.153,-0.153,80.0,4361.0,1.0
265,0.289,4.091,-8.869,-2.777,-2.022,-3.101,-5.379,6.157,-0.095,0.794,-0.483,0.336,0.214,0.031,80.0,4362.0,1.0
266,1.232,6.362,-7.281,-1.174,-2.139,-1.559,-5.544,3.491,-0.094,0.793,-0.484,0.336,0.031,0.031,80.0,4363.0,1.0
267,3.341,8.452,-5.066,0.296,-1.469,0.181,-5.406,1.111,-0.094,0.794,-0.487,0.366,0.031,0.0,80.0,4364.0,1.0
268,5.642,9.849,-2.935,0.148,-0.568,1.733,-5.133,-0.87,-0.092,0.795,-0.486,0.275,0.122,0.0,80.0,4365.0,1.0
269,7.552,10.581,-1.069,-0.777,0.318,3.061,-4.535,-1.817,-0.093,0.795,-0.484,0.305,0.183,-0.031,80.0,4366.0,1.0
270,9.303,10.942,0.9,0.161,1.328,4.213,-3.211,-0.925,-0.09,0.796,-0.488,0.275,0.275,0.061,80.0,4367.0,1.0
271,10.888,10.893,2.994,3.959,2.409,5.039,-0.991,1.848,-0.09,0.796,-0.488,0.244,0.275,0.122,80.0,4368.0,1.0
272,11.488,10.09,4.542,8.301,3.18,5.425,1.958,5.574,-0.09,0.794,-0.488,0.305,0.305,0.0,80.0,4369.0,1.0
273,10.63,8.533,5.023,10.258,3.492,5.625,5.287,8.97,-0.092,0.796,-0.486,0.305,0.427,-0.122,80.0,4370.0,1.0
274,9.226,6.871,4.804,9.298,3.651,6.041,8.537,11.055,-0.092,0.794,-0.485,0.336,0.458,-0.092,80.0,4371.0,1.0
275,8.84,5.978,4.872,7.114,4.05,6.867,11.256,11.546,-0.091,0.794,-0.485,0.275,0.488,-0.122,80.0,4372.0,1.0
276,10.29,6.402,6.177,5.992,4.942,8.117,13.249,11.018,-0.092,0.793,-0.487,0.244,0.488,-0.122,80.0,4373.0,1.0
277,13.397,8.183,9.162,7.507,6.575,9.712,14.629,10.627,-0.09,0.795,-0.485,0.244,0.58,-0.153,80.0,4374.0,1.0
278,17.567,10.971,13.588,11.617,9.144,11.363,15.489,11.359,-0.091,0.795,-0.487,0.275,0.702,-0.214,80.0,4375.0,1.0
279,21.905,14.095,18.571,16.765,12.543,12.645,15.75,13.444,-0.09,0.794,-0.486,0.153,0.793,-0.275,80.0,4376.0,1.0
280,25.152,16.599,22.857,21.257,16.205,13.262,15.348,16.314,-0.091,0.795,-0.484,0.336,0.824,-0.366,80.0,4377.0,1.0
281,26.467,17.708,25.449,24.444,19.317,13.213,14.375,18.917,-0.091,0.794,-0.481,0.305,0.824,-0.305,80.0,4378.0,1.0
282,26.23,17.436,26.157,26.289,21.264,12.689,13.07,20.33,-0.09,0.793,-0.486,0.397,0.916,-0.397,80.0,4379.0,1.0
283,25.475,16.451,25.465,26.29,21.88,11.788,11.723,20.302,-0.093,0.794,-0.487,0.397,0.946,-0.519,80.0,4380.0,1.0
284,24.797,15.472,24.035,23.764,21.384,10.471,10.592,19.26,-0.091,0.795,-0.485,0.366,1.007,-0.549,80.0,4381.0,1.0
285,24.278,14.968,22.498,19.234,20.304,8.941,9.917,18.014,-0.091,0.793,-0.485,0.488,1.099,-0.549,80.0,4382.0,1.0
286,24.064,15.121,21.38,14.586,19.267,7.706,9.829,17.349,-0.09,0.794,-0.484,0.549,1.19,-0.58,80.0,4383.0,1.0
287,24.301,15.652,20.729,11.622,18.547,7.065,10.113,17.502,-0.094,0.796,-0.484,0.58,1.099,-0.671,80.0,4384.0,1.0
288,24.613,15.792,19.908,10.979,17.852,6.785,10.286,17.998,-0.094,0.793,-0.482,0.58,1.16,-0.671,80.0,4385.0,1.0
289,24.251,14.842,18.07,12.041,16.687,6.444,10.026,18.142,-0.092,0.792,-0.485,0.61,1.221,-0.641,80.0,4386.0,1.0
290,22.837,12.857,14.893,13.041,14.812,5.88,9.421,17.462,-0.093,0.793,-0.481,0.702,1.282,-0.58,80.0,4387.0,1.0
291,20.677,10.546,10.86,12.021,12.369,5.271,8.795,15.752,-0.092,0.794,-0.483,0.854,1.434,-0.702,80.0,4388.0,1.0
292,18.353,8.519,6.93,8.612,9.713,4.938,8.42,13.112,-0.094,0.792,-0.481,0.793,1.404,-0.671,80.0,4389.0,1.0
293,16.374,6.858,3.928,4.437,7.187,5.058,8.316,10.019,-0.093,0.794,-0.482,0.885,1.373,-0.702,80.0,4390.0,1.0
294,15.262,5.41,2.25,1.801,5.123,5.579,8.288,7.284,-0.094,0.794,-0.486,0.977,1.404,-0.732,80.0,4391.0,1.0
295,15.35,4.126,1.847,1.996,3.821,6.237,8.069,5.756,-0.093,0.796,-0.484,0.946,1.373,-0.824,80.0,4392.0,1.0
296,16.167,3.015,2.178,4.137,3.273,6.621,7.345,5.738,-0.095,0.796,-0.483,0.946,1.434,-0.763,80.0,4393.0,1.0
297,16.749,2.251,2.671,5.888,3.246,6.533,5.933,6.776,-0.096,0.795,-0.483,0.977,1.373,-0.793,80.0,4394.0,1.0
298,16.93,2.476,3.525,5.889,3.827,6.338,4.133,8.186,-0.095,0.795,-0.478,1.099,1.404,-0.732,80.0,4395.0,1.0
299,17.652,4.475,5.55,4.963,5.431,6.605,2.614,9.565,-0.096,0.793,-0.479,1.038,1.404,-0.732,80.0,4396.0,1.0
300,19.709,8.305,9.081,4.742,8.054,7.268,1.751,10.707,-0.094,0.795,-0.48,1.099,1.404,-0.61,80.0,4397.0,1.0
301,22.858,13.135,13.567,6.076,10.987,7.518,1.258,11.551,-0.098,0.795,-0.483,1.099,1.434,-0.641,80.0,4398.0,1.0
302,26.516,18.072,18.343,9.173,13.54,6.789,0.664,12.45,-0.096,0.794,-0.483,1.129,1.373,-0.58,80.0,4399.0,1.0
303,30.592,22.626,23.233,14.152,15.67,5.489,-0.058,13.886,-0.097,0.794,-0.486,1.007,1.373,-0.549,80.0,4400.0,1.0
304,35.015,26.328,28.145,20.459,17.674,4.538,-0.539,15.708,-0.096,0.794,-0.483,1.007,1.221,-0.549,80.0,4401.0,1.0
305,39.071,28.729,32.628,26.515,19.68,4.615,-0.392,17.264,-0.096,0.795,-0.486,1.038,1.099,-0.458,80.0,4402.0,1.0
306,41.878,29.893,36.134,30.981,21.64,6.0,0.589,18.304,-0.097,0.795,-0.484,1.099,1.251,-0.458,80.0,4403.0,1.0
307,43.176,30.36,38.372,33.775,23.403,8.529,2.287,19.152,-0.096,0.795,-0.484,1.038,1.221,-0.519,80.0,4404.0,1.0
308,43.199,30.602,39.187,35.153,24.561,11.53,4.21,20.091,-0.094,0.797,-0.484,1.007,1.16,-0.427,80.0,4405.0,1.0
309,42.13,30.687,38.415,34.702,24.497,14.098,5.759,21.018,-0.093,0.798,-0.482,0.977,1.099,-0.366,80.0,4406.0,1.0
310,40.249,30.44,36.182,32.121,22.921,15.622,6.634,21.675,-0.095,0.797,-0.483,0.977,1.099,-0.366,80.0,4407.0,1.0
311,38.421,29.844,33.282,28.526,20.426,16.185,7.16,22.155,-0.095,0.796,-0.486,1.038,1.038,-0.275,80.0,4408.0,1.0
312,37.688,29.176,30.901,26.197,18.349,16.536,8.226,23.168,-0.097,0.796,-0.483,1.068,0.977,-0.275,80.0,4409.0,1.0
313,38.252,28.667,29.726,26.885,17.781,17.419,10.447,25.348,-0.096,0.796,-0.487,1.038,0.916,-0.275,80.0,4410.0,1.0
314,39.252,28.129,29.445,30.339,18.596,18.788,13.269,28.082,-0.096,0.797,-0.484,0.946,0.946,-0.275,80.0,4411.0,1.0
315,39.616,27.122,29.164,34.175,19.544,19.845,15.251,29.566,-0.095,0.798,-0.487,0.946,1.007,-0.183,80.0,4412.0,1.0
316,38.86,25.451,28.216,35.33,19.371,19.847,15.24,28.334,-0.097,0.796,-0.482,0.885,0.916,-0.183,80.0,4413.0,1.0
317,37.182,23.374,26.653,32.376,17.825,18.655,13.125,24.614,-0.096,0.796,-0.484,0.885,0.854,-0.153,80.0,4414.0,1.0
318,35.286,21.458,25.189,26.951,15.744,16.656,9.79,20.221,-0.096,0.796,-0.483,0.885,0.854,-0.275,80.0,4415.0,1.0
319,34.186,20.234,24.722,22.858,14.387,14.481,6.58,17.266,-0.097,0.798,-0.484,0.946,0.824,-0.275,80.0,4416.0,1.0
320,34.605,19.809,25.635,23.177,14.48,12.559,4.46,16.773,-0.094,0.797,-0.484,0.854,0.824,-0.153,80.0,4417.0,1.0
321,36.148,19.689,27.313,27.333,15.566,10.695,3.294,18.046,-0.094,0.798,-0.481,0.732,0.763,-0.183,80.0,4418.0,1.0
322,37.391,19.185,28.488,31.26,16.37,8.313,2.108,19.278,-0.096,0.798,-0.48,0.793,0.702,-0.153,80.0,4419.0,1.0
323,37.307,18.193,28.342,31.309,16.001,5.282,0.229,19.021,-0.095,0.796,-0.481,0.763,0.702,-0.214,80.0,4420.0,1.0
324,36.299,17.386,27.15,27.532,14.645,2.2,-2.079,17.187,-0.096,0.796,-0.484,0.793,0.702,-0.153,80.0,4421.0,1.0
325,35.414,17.377,25.713,22.771,13.01,-0.283,-4.127,14.755,-0.096,0.797,-0.483,0.763,0.61,-0.153,80.0,4422.0,1.0
326,35.019,17.862,24.442,19.518,11.431,-2.101,-5.462,12.698,-0.097,0.795,-0.481,0.763,0.58,-0.244,80.0,4423.0,1.0
327,34.816,17.909,23.253,18.431,9.842,-3.481,-5.876,11.442,-0.097,0.795,-0.482,0.824,0.549,-0.244,80.0,4424.0,1.0
328,34.605,16.854,21.999,19.001,8.278,-4.413,-5.307,11.055,-0.096,0.793,-0.483,0.824,0.519,-0.244,80.0,4425.0,1.0
329,34.191,14.543,20.41,20.168,6.754,-4.857,-4.205,11.212,-0.096,0.794,-0.48,0.763,0.519,-0.153,80.0,4426.0,1.0
330,33.005,11.173,18.037,20.616,4.981,-5.005,-3.543,11.092,-0.097,0.794,-0.482,0.763,0.519,-0.183,80.0,4427.0,1.0
331,30.735,7.528,14.893,19.544,2.813,-4.782,-3.936,9.986,-0.096,0.793,-0.482,0.854,0.458,-0.305,80.0,4428.0,1.0
332,28.163,4.982,11.829,17.004,0.754,-3.563,-4.963,8.002,-0.096,0.793,-0.482,0.916,0.458,-0.275,80.0,4429.0,1.0
333,26.7,4.569,9.9,13.655,-0.335,-0.91,-5.561,6.074,-0.094,0.793,-0.486,0.885,0.519,-0.183,80.0,4430.0,1.0
334,26.986,6.082,9.483,10.709,0.132,2.752,-4.876,5.288,-0.095,0.796,-0.482,0.977,0.458,-0.153,80.0,4431.0,1.0
335,28.337,8.303,10.141,9.575,2.113,6.501,-2.68,6.09,-0.096,0.799,-0.483,0.885,0.427,-0.275,80.0,4432.0,1.0
336,29.655,9.993,11.106,10.784,4.948,9.604,0.618,8.0,-0.097,0.798,-0.485,0.885,0.397,-0.244,80.0,4433.0,1.0
337,30.267,10.49,11.656,13.182,7.568,11.716,4.114,9.876,-0.097,0.797,-0.487,0.885,0.366,-0.122,80.0,4434.0,1.0
338,29.815,9.812,11.301,14.763,9.096,12.896,6.939,10.728,-0.096,0.798,-0.483,0.946,0.336,-0.122,80.0,4435.0,1.0
339,28.189,8.566,10.032,14.533,9.521,13.55,8.856,10.626,-0.097,0.798,-0.484,0.824,0.366,-0.214,80.0,4436.0,1.0
340,25.847,7.519,8.348,13.265,9.57,14.018,10.099,10.558,-0.097,0.798,-0.484,0.763,0.366,-0.153,80.0,4437.0,1.0
341,23.652,7.082,6.873,12.334,9.908,14.183,10.763,11.33,-0.097,0.798,-0.485,0.702,0.366,-0.183,80.0,4438.0,1.0
342,22.095,7.258,5.965,12.124,10.647,13.721,10.761,12.962,-0.095,0.795,-0.484,0.763,0.397,-0.122,80.0,4439.0,1.0
343,21.088,7.975,5.737,12.096,11.607,12.71,10.311,14.967,-0.096,0.798,-0.484,0.763,0.336,-0.214,80.0,4440.0,1.0
344,20.678,9.397,6.308,11.999,12.716,11.782,9.967,16.689,-0.096,0.798,-0.482,0.732,0.397,-0.214,80.0,4441.0,1.0
345,21.259,11.743,7.741,12.158,13.981,11.57,10.107,17.555,-0.096,0.799,-0.483,0.641,0.458,-0.214,80.0,4442.0,1.0
346,22.541,14.528,9.532,12.766,15.137,12.027,10.579,17.415,-0.095,0.797,-0.48,0.702,0.458,-0.122,80.0,4443.0,1.0
347,23.023,16.299,10.463,13.37,15.442,12.326,10.724,16.364,-0.096,0.797,-0.482,0.671,0.397,-0.061,80.0,4444.0,1.0
348,21.343,15.777,9.5,13.159,14.156,11.595,9.785,14.332,-0.097,0.796,-0.482,0.641,0.366,-0.092,80.0,4445.0,1.0
349,17.715,13.092,6.759,11.785,11.346,9.738,7.6,11.345,-0.097,0.796,-0.483,0.61,0.366,-0.183,80.0,4446.0,1.0
350,13.506,9.589,3.353,10.028,8.084,7.493,4.931,8.091,-0.095,0.798,-0.481,0.61,0.58,-0.061,80.0,4447.0,1.0
351,9.883,6.673,0.389,9.178,5.66,5.746,2.839,5.692,-0.094,0.795,-0.481,0.641,0.458,-0.031,80.0,4448.0,1.0
352,7.359,4.981,-1.714,9.218,4.625,4.969,1.811,4.731,-0.093,0.794,-0.483,0.671,0.397,-0.061,80.0,4449.0,1.0
353,6.283,4.535,-2.99,8.572,4.758,5.373,1.747,4.863,-0.093,0.794,-0.481,0.671,0.336,-0.031,80.0,4450.0,1.0
354,6.828,5.175,-3.423,6.146,5.722,7.128,2.449,5.395,-0.096,0.795,-0.479,0.763,0.397,-0.031,80.0,4451.0,1.0
